word,n,sent
sedente.PoS=Adj,TG=HUM:N0,POL:N0=-1
sedento.PoS=Adj,TG=HUM:N0,POL:N0=-1
sedicioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
sedoso.PoS=Adj,TG=HUM:N0,POL:N0=1
sedutor.PoS=Adj,TG=HUM:N0,POL:N0=1
seduzir.PoS=V,TG=HUM:N0:N1,POL:N0=1
segregado.PoS=Adj,TG=HUM:N0,POL:N0=-1
seguir o caminho errado.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
segurança.PoS=N,TG=HUM:N0,POL:N0=1
seguro.PoS=Adj,TG=HUM:N0,POL:N0=1
selectivo.PoS=Adj,TG=HUM:N0,POL:N0=0
selecto.PoS=Adj,TG=HUM:N0,POL:N0=1
seletivo.PoS=Adj,TG=HUM:N0,POL:N0=0
seleto.PoS=Adj,TG=HUM:N0,POL:N0=1
selvagem.PoS=Adj,TG=HUM:N0,POL:N0=-1
selvajaria.PoS=N,TG=HUM:N0,POL:N0=-1
selvático.PoS=Adj,TG=HUM:N0,POL:N0=-1
sem-carácter.PoS=Adj,TG=HUM:N0,POL:N0=-1
sem-caráter.PoS=Adj,TG=HUM:N0,POL:N0=-1
sem-sabor.PoS=Adj,TG=HUM:N0,POL:N0=-1
sem-sal.PoS=Adj,TG=HUM:N0,POL:N0=-1
semibárbaro.PoS=Adj,TG=HUM:N0,POL:N0=-1
semicivilizado.PoS=Adj,TG=HUM:N0,POL:N0=-1
semiconsciente.PoS=Adj,TG=HUM:N0,POL:N0=-1
semidivino.PoS=Adj,TG=HUM:N0,POL:N0=1
semierudito.PoS=Adj,TG=HUM:N0,POL:N0=0
semilouco.PoS=Adj,TG=HUM:N0,POL:N0=-1
semimorto.PoS=Adj,TG=HUM:N0,POL:N0=-1
seminal.PoS=Adj,TG=HUM:N0,POL:N0=1
seminu.PoS=Adj,TG=HUM:N0,POL:N0=-1
semivivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
senhor do seu nariz.PoS=Adj,TG=HUM:N0,POL:N0=0
senil.PoS=Adj,TG=HUM:N0,POL:N0=-1
senilidade.PoS=N,TG=HUM:N0,POL:N0=-1
sensaborão.PoS=Adj,TG=HUM:N0,POL:N0=-1
sensacional.PoS=Adj,TG=HUM:N0,POL:N0=1
sensacionalista.PoS=Adj,TG=HUM:N0,POL:N0=-1
sensatez.PoS=N,TG=HUM:N0,POL:N0=1
sensato.PoS=Adj,TG=HUM:N0,POL:N0=1
sensibilizar.PoS=V,TG=HUM:N0:N1,POL:N0=1
sensitivo.PoS=Adj,TG=HUM:N0,POL:N0=0
sensível.PoS=Adj,TG=HUM:N0,POL:N0=1
sensual.PoS=Adj,TG=HUM:N0,POL:N0=1
sensualidade.PoS=N,TG=HUM:N0,POL:N0=1
sentenciado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sentencioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
sentimental.PoS=Adj,TG=HUM:N0,POL:N0=0
sentimentalista.PoS=Adj,TG=HUM:N0,POL:N0=0
sentir dor de corno.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
sentir dor de cotovelo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
sentir-se nas nuvens.PoS=IDIOM,TG=HUM:N0,POL:N0=1
sequestração.PoS=N,TG=HUM:N0,POL:N0=-1
sequestrar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
sequestrável.PoS=Adj,TG=HUM:N0,POL:N0=-1
sequestro.PoS=N,TG=HUM:N0,POL:N0=-1
sequioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
ser culpa de.PoS=IDIOM,TG=HUM:N1,
ser do contra.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser do mesmo saco.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser farinha do mesmo saco.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser mau como as cobras.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser melhor do que a encomenda.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser um homem às direitas.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ser um zero à esquerda.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser uma bela prenda.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ser uma cópia mal feita.PoS=IDIOM,TG=HUM:N1,
ser uma cópia mal produzida.PoS=IDIOM,TG=HUM:N1,
ser vítima de si próprio.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
seráfico.PoS=Adj,TG=HUM:N0,POL:N0=0
serelepe.PoS=Adj,TG=HUM:N0,POL:N0=-1
serenidade.PoS=N,TG=HUM:N0,POL:N0=1
sereno.PoS=Adj,TG=HUM:N0,POL:N0=1
seriedade.PoS=N,TG=HUM:N0,POL:N0=1
sério.PoS=Adj,TG=HUM:N0,POL:N0=0
sertanejo.PoS=Adj,TG=HUM:N0,POL:N0=-1
serviçal.PoS=Adj,TG=HUM:N0,POL:N0=0
servil.PoS=Adj,TG=HUM:N0,POL:N0=-1
servilismo.PoS=N,TG=HUM:N0,POL:N0=-1
servo.PoS=Adj,TG=HUM:N0,POL:N0=-1
severo.PoS=Adj,TG=HUM:N0,POL:N0=-1
sevo.PoS=Adj,TG=HUM:N0,POL:N0=-1
sexy.PoS=Adj,TG=HUM:N0,POL:N0=1
showoff.PoS=N,TG=HUM:N0,POL:N0=-1
sibilino.PoS=Adj,TG=HUM:N0,POL:N0=-1
sifilítico.PoS=Adj,TG=HUM:N0,POL:N0=-1
silenciar.PoS=V,TG=HUM:N0:N1,POL:N0=1
silencioso.PoS=Adj,TG=HUM:N0,POL:N0=0
silente.PoS=Adj,TG=HUM:N0,POL:N0=0
simpatia.PoS=N,TG=HUM:N0,POL:N0=1
simpático.PoS=Adj,TG=HUM:N0,POL:N0=1
simpatizante.PoS=Adj,TG=HUM:N0,POL:N0=1
simpatizar.PoS=V,TG=HUM:N0:N1,POL:N0=0
simples.PoS=Adj,TG=HUM:N0,POL:N0=0
simplificador.PoS=Adj,TG=HUM:N0,POL:N0=0
simplista.PoS=Adj,TG=HUM:N0,POL:N0=-1
simplório.PoS=Adj,TG=HUM:N0,POL:N0=-1
simulado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sinceridade.PoS=N,TG=HUM:N0,POL:N0=1
sincero.PoS=Adj,TG=HUM:N0,POL:N0=1
singelo.PoS=Adj,TG=HUM:N0,POL:N0=0
singular.PoS=Adj,TG=HUM:N0,POL:N0=0
sinistro.PoS=Adj,TG=HUM:N0,POL:N0=-1
sintético.PoS=Adj,TG=HUM:N0,POL:N0=0
sinuoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
siso.PoS=N,TG=HUM:N0,POL:N0=1
sistematicidade.PoS=N,TG=HUM:N0,POL:N0=1
sistemático.PoS=Adj,TG=HUM:N0,POL:N0=1
sisudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
snob.PoS=Adj,TG=HUM:N0,POL:N0=-1
snobe.PoS=Adj,TG=HUM:N0,POL:N0=-1
snobismo.PoS=N,TG=HUM:N0,POL:N0=-1
soberano.PoS=Adj,TG=HUM:N0,POL:N0=0
soberbo.PoS=Adj,TG=HUM:N0,POL:N0=1
sobranceiro.PoS=Adj,TG=HUM:N0,POL:N0=0
sobrealimentado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sobrecarregado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sobredotado.PoS=Adj,TG=HUM:N0,POL:N0=1
sobressair.PoS=V,TG=HUM:N0,POL:N0=1
sobressaltado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sobressalto.PoS=N,TG=HUM:N0,POL:N0=-1
sobriedade.PoS=N,TG=HUM:N0,POL:N0=1
sóbrio.PoS=Adj,TG=HUM:N0,POL:N0=1
sociável.PoS=Adj,TG=HUM:N0,POL:N0=1
socorrido.PoS=Adj,TG=HUM:N0,POL:N0=0
soez.PoS=Adj,TG=HUM:N0,POL:N0=-1
sofista.PoS=Adj,TG=HUM:N0,POL:N0=-1
sofisticação.PoS=N,TG=HUM:N0,POL:N0=1
sofisticado.PoS=Adj,TG=HUM:N0,POL:N0=1
sofredor.PoS=Adj,TG=HUM:N0,POL:N0=-1
sôfrego.PoS=Adj,TG=HUM:N0,POL:N0=-1
sofrer.PoS=V,TG=HUM:N0,POL:N0=-1
sofrido.PoS=Adj,TG=HUM:N0,POL:N0=-1
sofrimento.PoS=N,TG=HUM:N0,POL:N0=-1
solene.PoS=Adj,TG=HUM:N0,POL:N0=0
solerte.PoS=Adj,TG=HUM:N0,POL:N0=-1
solícito.PoS=Adj,TG=HUM:N0,POL:N0=1
solicitude.PoS=N,TG=HUM:N0,POL:N0=1
solidão.PoS=N,TG=HUM:N0,POL:N0=-1
solidário.PoS=Adj,TG=HUM:N0,POL:N0=1
sólido.PoS=Adj,TG=HUM:N0,POL:N0=1
solitário.PoS=Adj,TG=HUM:N0,POL:N0=-1
soltar-se.PoS=V,TG=HUM:N0,POL:N0=1
soluçante.PoS=Adj,TG=HUM:N0,POL:N0=-1
sombrio.PoS=Adj,TG=HUM:N0,POL:N0=-1
sonâmbulo.PoS=Adj,TG=HUM:N0,POL:N0=-1
sonante.PoS=Adj,TG=HUM:N0,POL:N0=1
songa-monga.PoS=Adj,TG=HUM:N0,POL:N0=-1
songamonga.PoS=Adj,TG=HUM:N0,POL:N0=-1
sonhador.PoS=Adj,TG=HUM:N0,POL:N0=0
sonolência.PoS=N,TG=HUM:N0,POL:N0=-1
sonolento.PoS=Adj,TG=HUM:N0,POL:N0=-1
sonsice.PoS=N,TG=HUM:N0,POL:N0=-1
sonso.PoS=Adj,TG=HUM:N0,POL:N0=-1
sopeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
sordidez.PoS=N,TG=HUM:N0,POL:N0=-1
sórdido.PoS=Adj,TG=HUM:N0,POL:N0=-1
sorna.PoS=Adj,TG=HUM:N0,POL:N0=-1
sorrateiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
sorrelfo.PoS=Adj,TG=HUM:N0,POL:N0=-1
sorridente.PoS=Adj,TG=HUM:N0,POL:N0=1
sorriso amarelo.PoS=N,TG=HUM:N0,POL:N0=-1
sorumbático.PoS=Adj,TG=HUM:N0,POL:N0=-1
sossegado.PoS=Adj,TG=HUM:N0,POL:N0=1
soturno.PoS=Adj,TG=HUM:N0,POL:N0=-1
sovado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sovar.PoS=V,TG=HUM:N0:N1,POL:N0=1
sovina.PoS=Adj,TG=HUM:N0,POL:N0=-1
sovinice.PoS=N,TG=HUM:N0,POL:N0=-1
stress.PoS=N,TG=HUM:N0,POL:N0=-1
stressado.PoS=Adj,TG=HUM:N0,POL:N0=-1
suave.PoS=Adj,TG=HUM:N0,POL:N0=1
subir nas sondagens.PoS=IDIOM,TG=HUM:N0,POL:N0=1
subjectivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
subjetivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
subjugação.PoS=N,TG=HUM:N0,POL:N0=-1
subjugado.PoS=Adj,TG=HUM:N0,POL:N0=-1
subjugador.PoS=Adj,TG=HUM:N0,POL:N0=-1
subjugante.PoS=Adj,TG=HUM:N0,POL:N0=-1
subjugar.PoS=V,TG=HUM:N0:N1,POL:N0=0
sublimado.PoS=Adj,TG=HUM:N0,POL:N0=1
sublime.PoS=Adj,TG=HUM:N0,POL:N0=1
sublimidade.PoS=N,TG=HUM:N0,POL:N0=1
submergido.PoS=Adj,TG=HUM:N0,POL:N0=-1
submerso.PoS=Adj,TG=HUM:N0,POL:N0=-1
submetido.PoS=Adj,TG=HUM:N0,POL:N0=-1
submissão.PoS=N,TG=HUM:N0,POL:N0=-1
submisso.PoS=Adj,TG=HUM:N0,POL:N0=-1
subordinado.PoS=Adj,TG=HUM:N0,POL:N0=-1
subordinador.PoS=Adj,TG=HUM:N0,POL:N0=0
subordinante.PoS=Adj,TG=HUM:N0,POL:N0=-1
subornado.PoS=Adj,TG=HUM:N0,POL:N0=-1
subornador.PoS=Adj,TG=HUM:N0,POL:N0=-1
subornar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
subornável.PoS=Adj,TG=HUM:N0,POL:N0=-1
suborno.PoS=N,TG=HUM:N0,POL:N0=-1
subserviência.PoS=N,TG=HUM:N0,POL:N0=-1
subserviente.PoS=Adj,TG=HUM:N0,POL:N0=-1
subtil.PoS=Adj,TG=HUM:N0,POL:N0=0
subversão.PoS=N,TG=HUM:N0,POL:N0=-1
subversivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
subversor.PoS=Adj,TG=HUM:N0,POL:N0=-1
sucesso.PoS=N,TG=HUM:N0,POL:N0=1
sucinto.PoS=Adj,TG=HUM:N0,POL:N0=0
sucumbir.PoS=V,TG=HUM:N0,POL:N0=-1
súdito.PoS=Adj,TG=HUM:N0,POL:N0=-1
sufocado.PoS=Adj,TG=HUM:N0,POL:N0=-1
sufocador.PoS=Adj,TG=HUM:N0,POL:N0=-1
sufocamento.PoS=N,TG=HUM:N0,POL:N0=-1
sufocante.PoS=Adj,TG=HUM:N0,POL:N0=-1
sufocar.PoS=V,TG=HUM:N0:N1,POL:N0=0
sugar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
sugestionável.PoS=Adj,TG=HUM:N0,POL:N0=-1
sugestivo.PoS=Adj,TG=HUM:N0,POL:N0=0
suicida.PoS=Adj,TG=HUM:N0,POL:N0=-1
suicidar-se.PoS=V,TG=HUM:N0,POL:N0=-1
suicídio.PoS=N,TG=HUM:N0,POL:N0=-1
suíno.PoS=Adj,TG=HUM:N0,POL:N0=-1
sujidade.PoS=N,TG=HUM:N0,POL:N0=-1
sujo.PoS=Adj,TG=HUM:N0,POL:N0=-1
sumário.PoS=Adj,TG=HUM:N0,POL:N0=0
sumição.PoS=N,TG=HUM:N0,POL:N0=-1
sumido.PoS=Adj,TG=HUM:N0,POL:N0=-1
sumptuoso.PoS=Adj,TG=HUM:N0,POL:N0=1
suntuoso.PoS=Adj,TG=HUM:N0,POL:N0=1
superar.PoS=V,TG=HUM:N0:N1,POL:N0=1
superconfiante.PoS=Adj,TG=HUM:N0,POL:N0=1
superdefensivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
superdotado.PoS=Adj,TG=HUM:N0,POL:N0=1
superelegância.PoS=N,TG=HUM:N0,POL:N0=1
superelegante.PoS=Adj,TG=HUM:N0,POL:N0=1
superexigente.PoS=Adj,TG=HUM:N0,POL:N0=0
superficial.PoS=Adj,TG=HUM:N0,POL:N0=-1
superficialidade.PoS=N,TG=HUM:N0,POL:N0=-1
supérfluo.PoS=Adj,TG=HUM:N0,POL:N0=-1
superior.PoS=Adj,TG=HUM:N0,POL:N0=1
superlotado.PoS=Adj,TG=HUM:N0,POL:N0=-1
superprotector.PoS=Adj,TG=HUM:N0,POL:N0=0
superprotetor.PoS=Adj,TG=HUM:N0,POL:N0=0
supersensível.PoS=Adj,TG=HUM:N0,POL:N0=-1
supersticioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
supimpa.PoS=Adj,TG=HUM:N0,POL:N0=1
supino.PoS=Adj,TG=HUM:N0,POL:N0=0
suplantado.PoS=Adj,TG=HUM:N0,POL:N0=-1
suplantar.PoS=V,TG=HUM:N0:N1,POL:N0=1
suplicar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
suposto.PoS=Adj,TG=HUM:N0,POL:N0=-1
supremo.PoS=Adj,TG=HUM:N0,POL:N0=1
suprimido.PoS=Adj,TG=HUM:N0,POL:N0=-1
surdez.PoS=N,TG=HUM:N0,POL:N0=-1
surdo.PoS=Adj,TG=HUM:N0,POL:N0=-1
surpreendente.PoS=Adj,TG=HUM:N0,POL:N0=1
surrado.PoS=Adj,TG=HUM:N0,POL:N0=-1
surreal.PoS=Adj,TG=HUM:N0,POL:N0=-1
surrealista.PoS=Adj,TG=HUM:N0,POL:N0=-1
surro.PoS=N,TG=HUM:N0,POL:N0=-1
susceptibilidade.PoS=N,TG=HUM:N0,POL:N0=-1
susceptível.PoS=Adj,TG=HUM:N0,POL:N0=-1
suscetibilidade.PoS=N,TG=HUM:N0,POL:N0=-1
suscetível.PoS=Adj,TG=HUM:N0,POL:N0=-1
suspeito.PoS=Adj,TG=HUM:N0,POL:N0=-1
suspicaz.PoS=Adj,TG=HUM:N0,POL:N0=-1
suspirante.PoS=Adj,TG=HUM:N0,POL:N0=0
suspiroso.PoS=Adj,TG=HUM:N0,POL:N0=0
sussurrante.PoS=Adj,TG=HUM:N0,POL:N0=0
susto.PoS=N,TG=HUM:N0,POL:N0=-1
sutil.PoS=Adj,TG=HUM:N0,POL:N0=0
tabagista.PoS=Adj,TG=HUM:N0,POL:N0=-1
tablóide.PoS=Adj,TG=HUM:N0,POL:N0=-1
tabu.PoS=N,TG=HUM:N0,POL:N0=-1
tacanhez.PoS=N,TG=HUM:N0,POL:N0=-1
tacanho.PoS=Adj,TG=HUM:N0,POL:N0=-1
tachado.PoS=Adj,TG=HUM:N0,POL:N0=-1
tácito.PoS=Adj,TG=HUM:N0,POL:N0=-1
taciturnidade.PoS=N,TG=HUM:N0,POL:N0=-1
taciturno.PoS=Adj,TG=HUM:N0,POL:N0=-1
taful.PoS=Adj,TG=HUM:N0,POL:N0=-1
tagarela.PoS=Adj,TG=HUM:N0,POL:N0=-1
talento.PoS=N,TG=HUM:N0,POL:N0=1
talentoso.PoS=Adj,TG=HUM:N0,POL:N0=1
tamanco.PoS=Adj,TG=HUM:N0,POL:N0=-1
tamaninho.PoS=Adj,TG=HUM:N0,POL:N0=-1
tangível.PoS=Adj,TG=HUM:N0,POL:N0=1
tanso.PoS=Adj,TG=HUM:N0,POL:N0=-1
tapado.PoS=Adj,TG=HUM:N0,POL:N0=-1
tara.PoS=N,TG=HUM:N0,POL:N0=-1
tarado sexual.PoS=Adj,TG=HUM:N0,POL:N0=-1
tarado.PoS=Adj,TG=HUM:N0,POL:N0=-1
tarasco.PoS=Adj,TG=HUM:N0,POL:N0=-1
tardíloquo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tardio.PoS=Adj,TG=HUM:N0,POL:N0=-1
tardo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tareco.PoS=Adj,TG=HUM:N0,POL:N0=-1
tareia.PoS=N,TG=HUM:N0,POL:N0=-1
tarimbeiro.PoS=Adj,TG=HUM:N0,POL:N0=-1
tarouco.PoS=Adj,TG=HUM:N0,POL:N0=-1
tarouquice.PoS=N,TG=HUM:N0,POL:N0=-1
tartamudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tartufo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tato.PoS=Adj,TG=HUM:N0,POL:N0=-1
teatral.PoS=Adj,TG=HUM:N0,POL:N0=-1
teatralidade.PoS=N,TG=HUM:N0,POL:N0=-1
teatralizar.PoS=V,TG=HUM:N0,POL:N0=-1
tédio.PoS=N,TG=HUM:N0,POL:N0=-1
tedioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
teimoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
telhudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
temer.PoS=V,TG=HUM:N0:N1,POL:N0=-1
temerário.PoS=Adj,TG=HUM:N0,POL:N0=-1
temeroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
temido.PoS=Adj,TG=HUM:N0,POL:N0=-1
temível.PoS=Adj,TG=HUM:N0,POL:N0=-1
temoroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
temperado.PoS=Adj,TG=HUM:N0,POL:N0=1
temperamental.PoS=Adj,TG=HUM:N0,POL:N0=-1
temperante.PoS=Adj,TG=HUM:N0,POL:N0=0
tempestivo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tempestuoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
temporizador.PoS=Adj,TG=HUM:N0,POL:N0=1
temudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tenaz.PoS=Adj,TG=HUM:N0,POL:N0=0
tendenciosidade.PoS=N,TG=HUM:N0,POL:N0=-1
tendencioso.PoS=Adj,TG=HUM:N0,POL:N0=-1
tenebrosidade.PoS=N,TG=HUM:N0,POL:N0=-1
tenebroso.PoS=Adj,TG=HUM:N0,POL:N0=-1
tenro.PoS=Adj,TG=HUM:N0,POL:N0=-1
tensão.PoS=N,TG=HUM:N0,POL:N0=-1
tenso.PoS=Adj,TG=HUM:N0,POL:N0=-1
tênue.PoS=Adj,TG=HUM:N0,POL:N0=0
teórico.PoS=Adj,TG=HUM:N0,POL:N0=0
ter a cabeça em água.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter a cabeça no lugar.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter a consciência pesada.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter a corda ao pescoço.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter a faca e o queijo na mão.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter a lágrima ao canto do olho.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter a razão do seu lado.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter a vida facilitada.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter as costas largas.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter as costas quentes.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter as horas contadas.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter boa consciência.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter culpas no cartório.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter de comer farinha maizena.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter dois palmos de testa.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter dor de corno.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter dor de cotovelo.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter falta de chá.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter ideias.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter má consciência.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter macacos na cabeça.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter macacos no sótão.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter macaquinhos na cabeça.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter macaquinhos no sótão.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter mais olhos que barriga.PoS=IDIOM,TG=HUM:N1,
ter mau perder.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter memória curta.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter na mão.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=1
ter o nariz empinado.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter o pavio curto.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter o rei na barriga.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter os dias contados.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter os pés assentes no chão.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter os pés bem assentes na terra.PoS=IDIOM,TG=HUM:N0,POL:N0=1
ter sentido de justiça.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter sentido de oportunidade.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter sentido de responsabilidade.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter um aperto no coração.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter uma grande cara de pau.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
ter uma grande lata.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
terminante.PoS=Adj,TG=HUM:N0,POL:N0=0
terno.PoS=Adj,TG=HUM:N0,POL:N0=1
ternura.PoS=N,TG=HUM:N0,POL:N0=1
ternurento.PoS=Adj,TG=HUM:N0,POL:N0=1
terráqueo.PoS=Adj,TG=HUM:N0,POL:N0=0
terrenho.PoS=Adj,TG=HUM:N0,POL:N0=-1
terreno.PoS=Adj,TG=HUM:N0,POL:N0=0
terrestre.PoS=Adj,TG=HUM:N0,POL:N0=0
terrificante.PoS=Adj,TG=HUM:N0,POL:N0=-1
terrífico.PoS=Adj,TG=HUM:N0,POL:N0=-1
terrível.PoS=Adj,TG=HUM:N0,POL:N0=-1
terror.PoS=N,TG=HUM:N0,POL:N0=-1
terrorífico.PoS=Adj,TG=HUM:N0,POL:N0=-1
terrorismo.PoS=N,TG=HUM:N0,POL:N0=-1
terrorista.PoS=Adj,TG=HUM:N0,POL:N0=-1
terso.PoS=Adj,TG=HUM:N0,POL:N0=0
teso.PoS=Adj,TG=HUM:N0,POL:N0=-1
testo.PoS=Adj,TG=HUM:N0,POL:N0=1
testudo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tétrico.PoS=Adj,TG=HUM:N0,POL:N0=-1
tetro.PoS=Adj,TG=HUM:N0,POL:N0=-1
tigre.PoS=Adj,TG=HUM:N0,POL:N0=-1
tigrino.PoS=Adj,TG=HUM:N0,POL:N0=-1
tímido.PoS=Adj,TG=HUM:N0,POL:N0=-1
timorato.PoS=Adj,TG=HUM:N0,POL:N0=-1
tinhosice.PoS=N,TG=HUM:N0,POL:N0=-1
tinhoso.PoS=Adj,TG=HUM:N0,POL:N0=-1
tino.PoS=N,TG=HUM:N0,POL:N0=1
tirania.PoS=N,TG=HUM:N0,POL:N0=-1
tirânico.PoS=Adj,TG=HUM:N0,POL:N0=-1
tiranizar.PoS=V,TG=HUM:N0:N1,POL:N0=-1
tirano.PoS=Adj,TG=HUM:N0,POL:N0=-1
tirar a água do capote.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tirar nabos da púcara.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tirar o cavalinho da chuva.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tirar o cavalo da chuva.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tirar partido da situação.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tirar proveito eleitoral.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tiririca.PoS=Adj,TG=HUM:N0,POL:N0=-1
tiritante.PoS=Adj,TG=HUM:N0,POL:N0=-1
tísico.PoS=Adj,TG=HUM:N0,POL:N0=-1
tisnado.PoS=Adj,TG=HUM:N0,POL:N0=0
titilante.PoS=Adj,TG=HUM:N0,POL:N0=0
titubeante.PoS=Adj,TG=HUM:N0,POL:N0=-1
tocado.PoS=Adj,TG=HUM:N0,POL:N0=-1
tocador.PoS=Adj,TG=HUM:N0,POL:N0=-1
tocante.PoS=Adj,TG=HUM:N0,POL:N0=0
todo-poderoso.PoS=Adj,TG=HUM:N0,POL:N0=0
toldado.PoS=Adj,TG=HUM:N0,POL:N0=-1
toleirão.PoS=Adj,TG=HUM:N0,POL:N0=-1
tolerância.PoS=N,TG=HUM:N0,POL:N0=1
tolerante.PoS=Adj,TG=HUM:N0,POL:N0=1
tolhido.PoS=Adj,TG=HUM:N0,POL:N0=-1
tolhimento.PoS=N,TG=HUM:N0,POL:N0=-1
tolo.PoS=Adj,TG=HUM:N0,POL:N0=-1
tomar conta do jogo.PoS=IDIOM,TG=HUM:N0,POL:N0=1
tomar partido de.PoS=IDIOM,TG=HUM:N0:N1,POL:N0=0
tomar um banho de água fria.PoS=IDIOM,TG=HUM:N0,POL:N0=-1
tombado.PoS=Adj,TG=HUM:N0,POL:N0=-1
tonante.PoS=Adj,TG=HUM:N0,POL:N0=0
tonificado.PoS=Adj,TG=HUM:N0,POL:N0=1
tontice.PoS=N,TG=HUM:N0,POL:N0=-1
tontinho.PoS=Adj,TG=HUM:N0,POL:N0=-1
